alpha,phi,mean ARI score
0.8,50.0,0.8553032267735896
1.0,50.0,0.9101060162327582
1.2,50.0,0.898760455955434
0.8,100.0,0.8841849451145967
1.0,100.0,0.9195614465116828
1.2,100.0,0.8966962858901378
0.8,150.0,0.877352058362287
1.0,150.0,0.9131397934725526
1.2,150.0,0.8796513460718344
0.8,200.0,0.8662982625314143
1.0,200.0,0.888267186558244
1.2,200.0,0.8536124488900395
